building,sex,age,job,contacts,smoker,distToWindow,windowOrientation,officeInterior,personsInOffice,hoursatdesk,photocopier,outside,perfume,food,tobaccoSmoke,printer,carpet,cleaningProd,noiseTraffic,noiseOverhearing,noiseOfficeEquipment,noiseTelephones,noisePhoneTalk,noiseNeighborTalk,noisemechanical,lightTooDark,lightTooBright,lightTooLittleDaylight,lightTooMuchDaylight,lightFlicker,lightReflections,lightColor,lightNoTask,symptabilitywork,symptstayhome,performanceOverall,indoorClimate,officeID,month,s0_better,s1_better,s3_better,s7_better,SBS1,SBS2
312,Female,_30-39,Administrative,Glasses,never,0-2,south,shared,2-3,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_1-5,_1-5,2.0,2.0,312a,3,0,0,0,1,1,0
312,Male,_>60,,Glasses,never,0-2,norhteast,withPartitions,>5,>5,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,,False,_1-5,_0,2.0,3.0,312a,3,0,0,0,0,0,0
312,Female,_40-49,Administrative,Glasses,never,0-2,east,shared,2-3,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_1-5,_0,3.0,3.0,312c,3,0,0,0,0,0,0
312,,_40-49,Administrative,None,never,2-4,west,withPartitions,>5,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_0,_0,4.0,4.0,312a,3,0,0,0,0,0,0
312,Female,_20-29,Administrative,None,never,0-2,southwest,shared,2-3,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_1-5,_1-5,2.0,1.0,312c,3,0,0,0,1,1,1
312,Male,_30-39,Administrative,None,never,0-2,east,shared,4-5,3-5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_0,_1-5,4.0,4.0,312c,3,0,0,0,0,0,0
312,Male,_30-39,Administrative,Contacts,never,0-2,southwest,shared,2-3,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_0,_0,3.0,3.0,312c,3,0,0,0,0,0,0
312,Male,_50-60,Managerial,Glasses,former,0-2,north,single,1,3-5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_0,_0,5.0,4.0,312c,3,0,0,0,0,0,0
312,Male,_40-49,Administrative,None,never,0-2,west,shared,2-3,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,False,_0,_0,2.0,2.0,312c,3,0,0,0,0,0,0
312,Male,_50-60,Administrative,Glasses,never,0-2,norhteast,shared,2-3,3-5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_1-5,_1-5,2.0,2.0,312c,3,1,1,1,0,1,1
312,Female,_50-60,Administrative,Glasses,never,0-2,norhteast,shared,2-3,3-5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_0,_0,3.0,2.0,312c,3,0,0,0,0,0,0
312,Female,_30-39,Administrative,Glasses,never,0-2,norhteast,shared,2-3,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,,False,_1-5,_0,2.0,1.0,312a,3,0,1,1,0,1,1
312,Male,_40-49,Administrative,None,never,0-2,west,single,1,3-5,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,False,_0,_0,2.0,3.0,312c,3,0,0,0,0,0,0
312,Male,_50-60,Administrative,None,never,0-2,west,shared,2-3,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_0,_0,3.0,3.0,312c,3,0,0,0,0,0,0
312,Female,_40-49,Administrative,None,never,2-4,---,shared,4-5,>5,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,,False,_1-5,_1-5,1.0,1.0,312c,3,0,1,1,0,1,1
312,Male,_50-60,Administrative,Glasses,never,0-2,east,single,1,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_0,_0,6.0,,312c,3,0,0,0,0,0,0
313,Male,_20-29,Administrative,Glasses,never,0-2,north,withoutPartitions,>5,>5,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,,False,_0,_0,2.0,2.0,313c,4,1,0,0,0,1,1
313,Female,_30-39,,Glasses,never,0-2,east,withPartitions,>5,3-5,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,,False,_0,_0,3.0,2.0,313a,4,0,0,0,0,0,0
313,Female,_30-39,,None,former,0-2,south,withoutPartitions,>5,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,,False,_10+,_0,1.0,1.0,313f,4,0,1,1,0,1,1
313,Female,_30-39,Administrative,Contacts,never,0-2,south,withoutPartitions,>5,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_0,_0,6.0,5.0,313a,4,0,0,0,0,0,0
313,Female,_40-49,Administrative,Contacts,former,0-2,south,withPartitions,>5,>5,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,,False,_1-5,_0,2.0,1.0,313a,4,1,0,0,1,1,1
313,Female,_40-49,Administrative,Contacts,never,0-2,southeast,withPartitions,>5,>5,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,False,_1-5,_0,2.0,2.0,313a,4,0,1,1,0,1,1
313,Female,_50-60,Administrative,Contacts,former,0-2,north,shared,2-3,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_0,_0,3.0,2.0,313b,4,0,1,1,0,1,1
313,Female,_50-60,Administrative,Contacts,former,0-2,north,shared,4-5,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_0,_0,3.0,4.0,313b,4,0,0,0,0,0,0
313,Female,_50-60,Professional,Glasses,former,0-2,south,,>5,>5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_0,_0,,2.0,313f,4,0,0,0,0,1,0
313,Male,_20-29,Administrative,None,never,0-2,south,withPartitions,>5,>5,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_1-5,_0,4.0,2.0,313a,4,0,0,0,1,1,0
313,Female,_>60,Administrative,Glasses,never,0-2,north,withoutPartitions,>5,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_0,_0,2.0,3.0,313c,4,0,0,0,0,0,0
313,Female,_50-60,Administrative,Contacts,former,0-2,west,withPartitions,>5,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,,False,_0,_0,2.0,2.0,313a,4,1,0,0,0,1,1
402,Male,_>60,Administrative,Glasses,former,0-2,west,single,1,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,----,----,5.0,4.0,402b,3,0,0,0,0,0,0
402,Female,_20-29,Administrative,Contacts,never,0-2,south,shared,2-3,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_1-5,_0,2.0,2.0,402e,3,0,1,1,0,1,1
402,Female,_30-39,,Glasses,current,0-2,north,,2-3,>5,False,True,False,False,False,True,False,False,False,False,True,True,True,True,True,True,True,False,True,False,False,,False,_1-5,_1-5,2.0,2.0,402d,3,1,1,1,1,1,1
402,Female,_30-39,Administrative,Contacts,former,0-2,south,withPartitions,4-5,>5,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,True,False,True,False,True,,False,_1-5,_0,2.0,0.0,402e,3,1,0,0,1,1,1
402,Male,_50-60,Administrative,Glasses,never,0-2,north,single,1,>5,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,False,_6-10,_1-5,0.0,0.0,402b,3,1,1,1,1,1,1
402,Female,_20-29,Administrative,Glasses,never,2-4,west,withPartitions,4-5,>5,False,False,False,True,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,,False,_6-10,_0,0.0,0.0,402a,3,1,1,1,1,1,1
402,,_20-29,Administrative,Contacts,never,0-2,south,withPartitions,4-5,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_1-5,_0,1.0,1.0,402a,3,1,1,1,1,1,1
402,Male,_20-29,Administrative,Glasses,former,0-2,north,shared,4-5,>5,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_6-10,_1-5,2.0,1.0,402b,3,1,1,1,1,1,1
402,Male,_>60,Administrative,Glasses,current,0-2,north,single,,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_0,_0,5.0,4.0,402c,3,0,0,0,0,0,0
402,Female,_40-49,Administrative,Glasses,current,0-2,norhteast,single,1,>5,True,False,True,True,False,True,False,False,False,False,True,True,True,True,False,False,False,True,False,False,False,,False,_1-5,_1-5,2.0,2.0,402b,3,1,1,1,0,1,1
402,Female,----,Administrative,None,former,0-2,---,shared,4-5,>5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_0,_0,3.0,0.0,402a,3,0,0,0,0,1,0
402,Female,_30-39,,Glasses,current,0-2,south,single,1,>5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,False,----,----,2.0,2.0,402d,3,0,0,0,0,0,0
403,Male,_40-49,Professional,None,former,0-2,north,shared,1,3-5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,,,,403d,3,0,0,0,0,0,0
403,Male,_>60,Administrative,Glasses,former,0-2,north,single,1,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,,False,_0,_0,5.0,4.0,403a,3,0,0,0,0,0,0
403,Male,_>60,Administrative,Glasses,former,0-2,north,withoutPartitions,2-3,>5,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,,False,_0,_0,1.0,1.0,403b,3,1,0,0,0,1,1
403,Female,_40-49,Administrative,Glasses,former,0-2,northwest,single,1,>5,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,,False,_1-5,_0,3.0,2.0,403b,3,0,1,1,1,1,1
403,Male,_50-60,Technical,Glasses,former,>4,north,single,1,>5,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_1-5,_1-5,,1.0,403b,3,0,0,0,0,0,0
403,Female,_50-60,Administrative,Glasses,never,0-2,north,withoutPartitions,2-3,>5,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,False,_0,_0,3.0,5.0,403b,3,0,1,0,0,1,0
403,Male,_40-49,Professional,Glasses,current,0-2,north,,2-3,1-2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_0,_0,3.0,3.0,403d,3,0,0,0,0,0,0
403,Male,_20-29,Technical,None,current,2-4,north,shared,2-3,3-5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_0,_0,2.0,1.0,403d,3,1,1,1,1,1,1
403,Male,_50-60,Professional,Contacts,never,2-4,south,single,1,3-5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,----,----,4.0,3.0,403c,3,0,0,0,0,0,0
403,Male,_50-60,Professional,Glasses,current,0-2,north,withoutPartitions,2-3,1-2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,,False,_0,_0,3.0,4.0,403b,3,0,0,0,0,1,0
404,Male,_20-29,Professional,Contacts,never,0-2,south,withoutPartitions,4-5,>5,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,True,,False,_1-5,_0,2.0,2.0,404b,3,0,0,0,0,0,0
404,Male,_50-60,Technical,Glasses,current,0-2,north,,1,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_0,_0,6.0,4.0,404a,3,0,0,0,0,0,0
404,Male,_50-60,Technical,Glasses,never,0-2,south,withPartitions,4-5,>5,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,,False,_10+,_0,2.0,2.0,404b,3,0,0,0,1,1,0
404,Female,_30-39,Professional,Glasses,former,0-2,south,withoutPartitions,>5,>5,False,False,False,True,False,False,False,False,False,True,True,True,True,True,False,False,True,False,True,False,False,,False,_10+,_1-5,1.0,1.0,404b,3,1,1,1,1,1,1
405,Female,_30-39,Administrative,Glasses,current,0-2,east,single,1,>5,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,,False,_1-5,_1-5,1.0,1.0,405d,3,0,0,0,1,1,0
405,Male,_20-29,Administrative,Glasses,former,0-2,northwest,shared,2-3,>5,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,False,_1-5,_1-5,4.0,3.0,405d,3,0,0,0,0,0,0
405,Female,_30-39,Professional,Glasses,former,0-2,southeast,withPartitions,2-3,>5,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,False,True,False,True,False,True,,False,_10+,_0,3.0,2.0,405c,3,0,0,0,0,0,0
405,Female,_40-49,Administrative,Glasses,never,0-2,north,withPartitions,2-3,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_0,_1-5,2.0,2.0,405c,3,0,1,0,0,1,1
405,Male,_40-49,Technical,Glasses,never,0-2,south,single,1,>5,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_1-5,_0,2.0,3.0,405a,3,0,0,0,0,0,0
405,Male,_40-49,Managerial,Glasses,former,0-2,west,single,1,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_1-5,_0,2.0,0.0,405b,3,0,0,0,0,0,0
405,Female,_20-29,Administrative,Contacts,former,0-2,west,shared,2-3,>5,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,,False,_1-5,_1-5,4.0,2.0,405d,3,0,0,0,1,1,0
405,Male,_40-49,Professional,Glasses,current,,west,withoutPartitions,2-3,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_1-5,_1-5,4.0,2.0,405b,3,0,0,0,0,0,0
405,Female,_50-60,Administrative,Glasses,former,0-2,east,shared,2-3,>5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_1-5,_0,1.0,0.0,405b,3,0,0,0,0,0,0
405,Male,_20-29,Administrative,Glasses,current,0-2,north,single,1,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_0,_0,3.0,2.0,405c,3,0,0,0,0,0,0
407,Male,_50-60,Administrative,Glasses,current,2-3,south,single,2-3,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,,False,_0,_0,3.0,2.0,407b,4,0,0,0,0,0,0
407,Female,_>60,Professional,None,current,0-2,east,single,1,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,----,_1-5,2.0,2.0,407a,4,1,1,0,0,1,1
409,Male,_30-39,Technical,Glasses,never,0-2,west,single,1,3-5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_0,_0,3.0,3.0,409c,4,1,0,0,0,1,0
409,Female,_30-39,Administrative,Glasses,never,2-4,east,shared,4-5,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_0,_0,3.0,4.0,409a,4,0,0,0,0,0,0
409,Male,_30-39,Administrative,Glasses,never,0-2,east,shared,2-3,3-5,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,False,_1-5,_0,5.0,4.0,409a,4,0,0,0,0,0,0
409,Male,_20-29,Administrative,Contacts,current,0-2,east,shared,2-3,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_0,_0,3.0,2.0,409b,4,0,0,0,0,0,0
409,Female,_20-29,Technical,None,never,2-4,east,shared,4-5,3-5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_0,_0,4.0,2.0,409a,4,1,0,0,0,1,0
409,Female,_40-49,Administrative,None,current,0-2,east,shared,4-5,>5,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,,False,_0,_0,2.0,5.0,409b,4,0,0,0,0,0,0
410,Male,_30-39,Technical,Contacts,never,,east,shared,2-3,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_0,_0,5.0,4.0,410a,4,0,0,0,0,0,0
410,Male,_50-60,Administrative,Glasses,former,0-2,south,shared,4-5,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_0,_0,2.0,2.0,410c,4,0,0,0,0,0,0
410,Male,_>60,Technical,None,former,0-2,south,shared,4-5,3-5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_0,_0,2.0,0.0,410c,4,0,0,0,0,0,0
410,Female,_30-39,Administrative,Contacts,never,0-2,southwest,single,,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,,False,_10+,_1-5,1.0,,410b,4,0,1,1,0,1,1
411,Female,_20-29,Professional,Contacts,never,0-2,norhteast,shared,4-5,>5,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,,False,_1-5,_0,2.0,3.0,411c,4,0,0,0,1,1,0
411,Female,_40-49,Administrative,Contacts,never,0-2,norhteast,shared,>5,>5,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,False,----,----,1.0,1.0,411c,4,0,0,0,0,1,1
411,Male,_50-60,Administrative,None,former,0-2,north,shared,4-5,>5,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,,False,_1-5,_0,2.0,3.0,411c,4,1,0,0,0,1,1
411,Female,_20-29,,Glasses,former,0-2,east,withoutPartitions,4-5,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,,,,411a,4,0,0,0,0,0,0
411,Female,_20-29,Administrative,Glasses,former,0-2,norhteast,withoutPartitions,4-5,>5,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_1-5,_0,1.0,0.0,411a,4,0,1,1,1,1,1
412,,_40-49,Administrative,Contacts,former,0-2,---,withoutPartitions,>5,>5,False,True,True,True,True,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,,False,_1-5,_1-5,,,412b,4,1,1,1,1,1,1
412,Male,_>60,Administrative,Glasses,current,0-2,southwest,shared,2-3,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_0,_0,5.0,5.0,412c,4,1,0,0,0,1,1
413,Female,_20-29,Administrative,None,never,0-2,southwest,shared,2021-03-02 00:00:00,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,,,,413c,4,0,0,0,0,0,0
414,,_30-39,Administrative,Glasses,current,0-2,east,shared,1,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,False,_0,_0,3.0,2.0,414c,4,0,0,0,0,0,0
414,Female,_30-39,Administrative,None,never,0-2,north,shared,2-3,>5,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,,False,_1-5,_1-5,1.0,1.0,414c,4,0,1,1,1,1,1
415,Male,_50-60,Managerial,Glasses,former,0-2,northwest,single,1,3-5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_0,_0,3.0,4.0,415a,4,0,0,0,0,0,0
415,Female,_20-29,Administrative,Contacts,former,2-4,east,shared,>5,3-5,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,True,,False,_1-5,_1-5,1.0,1.0,415c,4,1,1,1,1,1,1
415,Male,_30-39,Administrative,None,never,0-2,east,withPartitions,>5,3-5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_1-5,_0,4.0,3.0,415c,4,1,1,0,0,1,1
415,Female,_30-39,Professional,None,former,0-2,northwest,withPartitions,>5,3-5,False,True,False,True,True,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,,False,_1-5,_0,2.0,1.0,415c,4,0,0,0,0,0,0
416,Female,_20-29,Administrative,None,former,0-2,---,shared,4-5,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_10+,_0,2.0,1.0,416c,4,0,0,0,0,0,0
416,Female,_40-49,Administrative,Glasses,current,0-2,south,withoutPartitions,>5,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_1-5,_1-5,2.0,1.0,416c,4,0,0,0,0,0,0
416,Female,_50-60,Administrative,Glasses,never,2-4,---,withoutPartitions,4-5,>5,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,True,False,False,True,False,False,,False,_1-5,_0,0.0,,416c,4,1,0,1,0,1,1
416,Female,_>60,Administrative,Glasses,never,0-2,northwest,single,1,3-5,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_1-5,_1-5,1.0,1.0,416a,4,0,0,0,0,1,0
416,Female,_50-60,Professional,Glasses,current,0-2,---,shared,4-5,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,,,,,416c,4,0,0,0,0,0,0
416,NoReponse,----,Professional,Glasses,,0-2,---,single,4-5,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,----,----,3.0,,416c,4,0,0,0,0,0,0
417,Male,_30-39,Technical,None,former,0-2,east,shared,2-3,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_0,_0,3.0,3.0,417b,4,0,0,0,0,0,0
417,Female,_20-29,,None,never,0-2,west,shared,2-3,>5,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,,False,_1-5,_0,2.0,3.0,417b,4,0,0,0,1,1,0
420,Male,_30-39,Technical,Glasses,never,0-2,south,single,1,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_0,_0,4.0,4.0,420a,4,0,0,0,0,0,0
421,Male,_30-39,Administrative,Contacts,never,0-2,south,single,1,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_0,_0,5.0,3.0,421c,4,0,0,0,0,0,0
421,Male,_20-29,Technical,None,former,0-2,southwest,shared,2-3,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_0,_0,6.0,5.0,421a,4,0,0,0,0,0,0
421,Male,_30-39,Technical,None,never,0-2,southeast,withPartitions,>5,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_0,_0,6.0,5.0,421b,4,0,0,0,0,0,0
421,Male,_30-39,Technical,None,never,0-2,south,shared,1,3-5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_1-5,_0,5.0,3.0,421a,4,0,0,0,0,0,0
421,Male,_40-49,Technical,Contacts,never,0-2,east,shared,2-3,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_1-5,_0,6.0,4.0,421b,4,0,0,0,0,0,0
421,,_50-60,Technical,Glasses,never,0-2,south,withPartitions,2-3,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,,False,_0,_0,5.0,4.0,421a,4,0,0,0,0,0,0
421,Male,_50-60,Technical,Glasses,former,0-2,norhteast,shared,2-3,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_0,_0,5.0,3.0,421c,4,0,0,0,0,0,0
421,Male,_50-60,Managerial,Glasses,current,0-2,west,shared,2-3,3-5,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,,False,_0,_0,3.0,,421a,4,0,0,0,0,0,0
421,Male,_>60,Technical,Glasses,never,0-2,east,single,1,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_0,_0,5.0,4.0,421c,4,0,0,0,0,0,0
422,Male,_20-29,Technical,Glasses,current,0-2,west,shared,2-3,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,False,_1-5,_1-5,4.0,3.0,422b,4,0,1,1,1,1,1
422,Female,_30-39,Professional,Glasses,never,0-2,south,shared,2-3,>5,False,True,False,False,False,False,False,False,True,True,False,True,True,True,False,False,True,False,False,False,True,,False,_1-5,_1-5,2.0,2.0,422b,4,0,0,0,0,0,0
422,Male,_50-60,Managerial,Contacts,current,0-2,southwest,single,1,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_1-5,_0,6.0,4.0,422a,4,0,0,0,0,0,0
422,Male,_40-49,Technical,Glasses,never,2-4,south,shared,2-3,>5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_0,_0,3.0,2.0,422c,4,0,0,0,0,0,0
422,Female,_20-29,Technical,None,never,2-4,south,shared,2-3,>5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,False,_0,_0,5.0,2.0,422c,4,0,1,1,0,1,1
